drug1_id,drug2_id,level
3981,6960,Major
6960,205,Moderate
1604,6960,Moderate
996,6960,Moderate
6960,7666,Moderate
6960,7073,Moderate
5530,6960,Moderate
6960,192,Moderate
4612,6960,Moderate
917,6960,Moderate
8666,6960,Moderate
6960,2153,Moderate
7093,6960,Moderate
6960,6723,Minor
6960,8874,Moderate
7041,6960,Moderate
6960,9151,Minor
3933,6960,Moderate
9555,6960,Moderate
3050,6960,Moderate
6960,3391,Minor
6960,3910,Moderate
984,119,Moderate
984,3981,Major
3981,999,Major
3981,6136,Major
3981,4553,Minor
8216,3513,Moderate
479,999,Moderate
479,9199,Moderate
479,6136,Major
999,9137,Moderate
9137,9199,Moderate
6136,9137,Major
984,684,Moderate
2083,999,Moderate
2083,3927,Moderate
2083,508,Moderate
6960,610,Moderate
1325,2031,Moderate
8216,3129,Moderate
6136,3129,Moderate
223,4998,Moderate
984,4998,Moderate
9725,4998,Moderate
999,4998,Moderate
6136,4998,Moderate
508,4998,Moderate
4553,4998,Moderate
984,2305,Major
999,2305,Moderate
6136,2305,Major
508,2305,Major
4553,2305,Minor
6136,4835,Moderate
984,692,Moderate
999,692,Moderate
6136,692,Moderate
3117,3927,Minor
10181,999,Moderate
10181,6136,Moderate
984,3129,Moderate
199,999,Moderate
984,2642,Moderate
2642,6136,Moderate
984,5970,Moderate
984,10210,Moderate
10210,6960,Moderate
10210,6136,Moderate
999,4839,Moderate
7226,999,Moderate
5570,999,Moderate
8285,999,Moderate
999,1933,Moderate
984,999,Moderate
4361,999,Moderate
999,10254,Moderate
2149,999,Moderate
999,9108,Major
302,999,Moderate
999,422,Minor
511,999,Moderate
7810,999,Moderate
999,4705,Major
999,4557,Moderate
999,2632,Major
6375,999,Moderate
173,999,Moderate
4432,999,Minor
999,205,Major
1604,999,Moderate
996,999,Moderate
999,7073,Major
999,192,Major
1250,999,Moderate
8666,999,Moderate
537,999,Moderate
5206,999,Moderate
6632,999,Moderate
1475,999,Moderate
999,4756,Minor
2025,999,Moderate
999,10205,Moderate
999,3398,Moderate
999,5224,Minor
7639,999,Minor
2210,999,Moderate
7798,999,Moderate
6136,999,Moderate
999,298,Moderate
999,8446,Moderate
999,1307,Major
5423,999,Moderate
999,483,Moderate
999,3479,Major
4752,999,Minor
984,9524,Moderate
9524,6136,Moderate
6375,9199,Moderate
6375,6136,Major
984,173,Moderate
173,9199,Moderate
173,6136,Major
8216,3800,Moderate
4553,3800,Moderate
984,4432,Major
4432,6136,Moderate
984,866,Minor
984,2332,Minor
2332,6136,Moderate
2332,508,Moderate
205,223,Moderate
984,205,Moderate
205,9725,Major
6136,205,Major
4553,205,Moderate
984,1604,Moderate
1604,6136,Moderate
984,996,Moderate
996,6136,Moderate
984,7073,Moderate
6136,7073,Moderate
4553,7073,Minor
984,5530,Moderate
5530,6136,Moderate
5530,508,Minor
984,192,Moderate
6136,192,Moderate
4553,192,Minor
984,4612,Moderate
4612,6136,Moderate
4612,508,Moderate
6136,4705,Major
984,917,Moderate
917,6136,Moderate
8666,6136,Moderate
4553,8666,Moderate
7093,984,Moderate
7093,6136,Moderate
984,6723,Moderate
6136,6723,Moderate
1249,6136,Major
984,8874,Moderate
6136,8874,Major
5354,508,Moderate
9174,6136,Moderate
984,10254,Moderate
10254,6136,Major
984,9797,Moderate
508,9797,Moderate
537,9199,Moderate
537,6136,Major
984,3050,Moderate
3050,6136,Moderate
984,3391,Moderate
6136,3391,Moderate
508,3391,Minor
6632,3927,Moderate
6632,508,Moderate
984,3910,Minor
6136,3910,Moderate
2025,6136,Moderate
2210,223,Moderate
984,2210,Minor
2210,6960,Minor
454,3927,Moderate
6960,3398,Moderate
6136,3398,Major
508,3398,Moderate
6136,2526,Moderate
984,672,Moderate
672,6960,Moderate
8216,10205,Minor
6960,5224,Moderate
6136,5224,Moderate
984,2917,Minor
2917,6960,Minor
2917,508,Moderate
984,7639,Minor
7639,9725,Minor
7639,6960,Major
6136,7639,Moderate
984,5115,Moderate
6960,5115,Moderate
6136,5115,Moderate
508,5115,Moderate
984,214,Moderate
214,6960,Minor
214,6136,Moderate
984,970,Moderate
6960,970,Minor
6136,970,Moderate
984,656,Moderate
6960,656,Moderate
6136,656,Moderate
984,5631,Major
5631,6960,Major
5631,3927,Moderate
5631,6136,Major
7798,9199,Moderate
7798,6136,Major
6136,4839,Major
6136,7195,Moderate
177,6136,Moderate
6136,2862,Moderate
6669,6136,Moderate
5570,6136,Moderate
6136,8285,Moderate
6136,2575,Moderate
7738,6136,Moderate
6808,6136,Moderate
2141,6136,Moderate
6136,1933,Moderate
6136,223,Moderate
984,6136,Major
4361,6136,Major
3917,6136,Moderate
6136,1266,Moderate
6136,9108,Major
3934,6136,Major
6136,10013,Major
1618,6136,Moderate
6136,6815,Moderate
302,6136,Moderate
3927,6136,Moderate
6136,422,Moderate
7810,6136,Major
6136,511,Major
6136,1703,Major
6136,5973,Major
6136,6960,Major
6136,2632,Moderate
3933,6136,Moderate
6136,8080,Moderate
5669,6136,Moderate
4829,6136,Major
6136,1307,Major
6136,2790,Moderate
8799,6136,Moderate
6136,3479,Major
4481,6136,Major
2213,6136,Moderate
10209,6136,Moderate
4752,6136,Major
6136,6850,Moderate
7029,6136,Major
1320,6136,Major
7071,6136,Moderate
6136,7047,Moderate
984,166,Moderate
166,6960,Minor
6960,8080,Moderate
5206,223,Minor
223,8446,Moderate
984,8446,Moderate
6960,8446,Moderate
6669,508,Moderate
984,508,Moderate
3917,508,Moderate
3934,508,Moderate
3927,508,Minor
508,6960,Moderate
3933,508,Moderate
508,2790,Minor
508,5996,Moderate
2213,508,Moderate
508,4754,Minor
984,5669,Moderate
5669,6960,Minor
984,1307,Major
6960,1307,Major
984,2790,Minor
6960,2790,Moderate
984,5423,Moderate
5423,8216,Minor
984,5996,Moderate
6960,5996,Minor
4553,5996,Moderate
6669,4553,Moderate
984,4553,Major
4553,9108,Minor
302,4553,Moderate
7810,4553,Moderate
4553,6960,Major
4553,2632,Minor
8216,4553,Major
4752,4553,Major
984,3927,Moderate
984,6420,Minor
6960,6420,Minor
984,3479,Moderate
6960,3479,Major
984,2213,Moderate
2213,6960,Moderate
984,10209,Moderate
10209,6960,Major
4752,223,Moderate
984,4752,Minor
4752,9725,Major
4752,6960,Moderate
984,7029,Major
7029,6960,Major
984,7071,Moderate
7071,6960,Moderate
984,7047,Moderate
7047,6960,Moderate
984,2862,Major
984,6669,Moderate
984,5570,Major
5570,9199,Major
984,7738,Moderate
8216,7738,Moderate
6990,3927,Moderate
984,7052,Minor
984,6808,Minor
984,2141,Moderate
984,1933,Moderate
984,9206,Minor
984,223,Moderate
984,9725,Moderate
984,2494,Moderate
984,3917,Moderate
984,9108,Major
984,2575,Moderate
984,3934,Moderate
984,10013,Major
984,1618,Moderate
984,6815,Moderate
984,302,Moderate
984,422,Moderate
984,7810,Minor
984,4557,Minor
984,6518,Moderate
984,2632,Moderate
984,3933,Moderate
4361,9199,Moderate
302,9725,Moderate
422,9725,Minor
7810,9725,Major
4756,9725,Minor
8216,2149,Minor
8216,511,Minor
8216,5678,Moderate
4839,9199,Moderate
8216,7814,Moderate
8694,6960,Moderate
7093,6832,Moderate
3939,472,Minor
5129,8297,Moderate
7093,5129,Moderate
212,2555,Moderate
3939,212,Moderate
7093,212,Moderate
7066,1353,Moderate
8297,775,Moderate
7093,775,Moderate
3537,1353,Moderate
3939,3537,Moderate
1026,1353,Moderate
7093,1350,Moderate
564,1353,Moderate
3939,564,Minor
10181,1353,Moderate
10254,1353,Major
10254,1757,Moderate
2149,1353,Moderate
3917,2555,Moderate
9108,1353,Major
7093,4430,Moderate
6671,1353,Moderate
6671,1757,Moderate
7041,6671,Moderate
6671,8259,Minor
9180,1353,Moderate
8297,9180,Minor
9353,1353,Moderate
8297,7468,Moderate
7093,7468,Major
7093,9353,Major
690,1353,Moderate
3939,623,Minor
581,1353,Moderate
7093,9931,Major
504,1353,Moderate
8297,504,Moderate
2555,1527,Minor
7093,1527,Moderate
7093,8675,Major
1233,1353,Moderate
1233,8297,Minor
1457,2555,Minor
7093,1457,Moderate
7093,1248,Moderate
9467,1353,Moderate
9467,8297,Moderate
4638,1353,Moderate
4638,8297,Minor
7093,4986,Moderate
4435,1353,Moderate
8297,4435,Minor
4694,2555,Moderate
4755,1353,Major
2555,2588,Minor
3939,8619,Moderate
7093,8619,Moderate
7296,1353,Moderate
4808,1353,Major
3939,4808,Moderate
4808,1757,Moderate
8297,4808,Minor
4808,7041,Moderate
7212,1353,Major
191,1353,Moderate
2555,125,Moderate
125,1353,Moderate
8297,125,Minor
3816,125,Moderate
623,1353,Moderate
7900,1353,Moderate
7900,1757,Moderate
7900,7041,Moderate
1353,4199,Moderate
578,2555,Moderate
2555,224,Moderate
7899,2555,Moderate
2555,5812,Minor
2555,1388,Moderate
195,2555,Minor
1514,2555,Minor
687,2555,Moderate
3934,2555,Moderate
2555,842,Major
3927,2555,Minor
7810,2555,Moderate
2555,497,Moderate
2332,2555,Moderate
2555,205,Moderate
5530,2555,Minor
8051,2555,Moderate
5354,2555,Moderate
3933,2555,Moderate
2555,9797,Moderate
2555,3391,Minor
6632,2555,Moderate
729,2555,Moderate
573,2555,Minor
2555,2790,Minor
3931,2555,Moderate
2213,2555,Moderate
4752,2555,Moderate
2555,4754,Minor
1298,1353,Major
8297,1298,Moderate
7093,1298,Moderate
6166,1353,Moderate
3939,6166,Moderate
3939,2296,Minor
7093,2296,Major
3057,1353,Major
5824,1353,Moderate
7093,2240,Moderate
3939,224,Moderate
8297,224,Moderate
7093,224,Moderate
7459,1353,Moderate
7899,3816,Moderate
7093,7899,Major
7093,578,Moderate
6690,1353,Major
2186,1353,Moderate
2247,1353,Major
7041,2247,Moderate
7093,5812,Moderate
7093,1091,Moderate
1388,1353,Major
4839,1353,Moderate
7226,1353,Moderate
3939,1353,Major
1488,1353,Moderate
2241,1353,Moderate
5570,1353,Moderate
8285,1353,Moderate
1933,1353,Moderate
9137,1353,Moderate
4361,1353,Moderate
7204,1353,Moderate
302,1353,Major
511,1353,Moderate
7810,1353,Major
4557,1353,Moderate
497,1353,Major
2083,1353,Moderate
1353,4998,Moderate
2305,1353,Major
692,1353,Moderate
2632,1353,Major
199,1353,Moderate
6375,1353,Moderate
173,1353,Moderate
3975,1353,Major
3981,1353,Major
479,1353,Moderate
527,1353,Moderate
543,1353,Moderate
205,1353,Major
1604,1353,Moderate
996,1353,Moderate
490,1353,Moderate
7073,1353,Major
192,1353,Major
1250,1353,Moderate
537,1353,Moderate
5206,1353,Moderate
6632,1353,Moderate
1475,1353,Moderate
2025,1353,Moderate
3398,1353,Major
729,1353,Major
5224,1353,Moderate
2210,1353,Moderate
7798,1353,Moderate
298,1353,Moderate
8446,1353,Moderate
1307,1353,Major
5423,1353,Moderate
483,1353,Moderate
1353,3479,Major
4752,1353,Major
3939,1387,Minor
7195,1757,Moderate
7195,8297,Moderate
7195,3816,Moderate
7195,7041,Moderate
7195,8259,Moderate
7093,195,Moderate
3939,1484,Moderate
8297,1484,Moderate
7093,1484,Moderate
1757,2575,Major
511,1757,Moderate
8666,1757,Moderate
7041,1757,Major
3398,1757,Moderate
5294,1757,Moderate
483,1757,Moderate
7093,1489,Moderate
7093,4814,Major
3939,1514,Minor
1371,8297,Moderate
1371,3816,Minor
7093,2526,Moderate
3939,2241,Moderate
7093,5615,Moderate
3939,8051,Moderate
8297,7226,Minor
8297,1458,Moderate
6990,8297,Minor
8297,5678,Moderate
8297,687,Minor
8297,302,Moderate
8297,3927,Moderate
7810,8297,Moderate
8297,10091,Moderate
8297,2083,Minor
8297,3129,Moderate
2642,8297,Minor
8297,3816,Moderate
685,8297,Moderate
8297,5530,Moderate
10254,8297,Moderate
8297,6632,Minor
8297,908,Moderate
8297,3398,Minor
8297,729,Moderate
8297,5294,Moderate
5615,8297,Moderate
8297,5631,Minor
8297,3931,Minor
7093,7341,Moderate
729,7041,Moderate
1661,1353,Moderate
3939,527,Minor
3939,4839,Moderate
3939,578,Minor
3939,1458,Moderate
3939,9137,Moderate
3939,687,Minor
3939,4361,Moderate
3939,2149,Major
3939,3934,Moderate
3939,6864,Moderate
3939,3927,Moderate
3939,2031,Minor
3939,6627,Moderate
3939,6375,Moderate
3939,173,Moderate
3939,2332,Moderate
3939,479,Minor
3939,685,Moderate
3939,5530,Moderate
3939,8666,Moderate
3939,5354,Moderate
3939,537,Minor
3939,5115,Moderate
3939,7798,Moderate
3939,3930,Minor
3939,5423,Major
3939,2213,Moderate
3939,10210,Moderate
3939,10209,Moderate
3939,4754,Moderate
7093,687,Moderate
7093,3931,Moderate
3783,3816,Moderate
7093,10218,Moderate
5294,7041,Moderate
7093,842,Moderate
7093,2483,Moderate
7093,6636,Moderate
7041,497,Minor
7093,3981,Major
2083,3816,Moderate
7041,4998,Moderate
3816,2305,Major
7093,3129,Moderate
7093,2332,Moderate
7041,205,Moderate
7093,685,Moderate
7093,7073,Moderate
7093,5530,Moderate
7093,192,Moderate
7093,4612,Moderate
7093,917,Moderate
8666,7041,Moderate
7093,1458,Moderate
7093,2862,Moderate
7093,6669,Moderate
7093,3917,Moderate
7093,9108,Major
7093,3934,Major
7093,10013,Major
7093,1618,Moderate
7093,6815,Moderate
7093,3927,Moderate
7093,422,Moderate
7093,2632,Moderate
7093,7690,Moderate
7093,8874,Major
7093,3933,Moderate
7093,3391,Moderate
7093,3910,Moderate
7093,672,Moderate
7093,10205,Moderate
7093,7639,Moderate
7093,5115,Moderate
7093,656,Moderate
7093,5631,Major
7093,5669,Moderate
7093,2213,Moderate
7093,4752,Moderate
7093,7029,Major
7041,2575,Major
7041,10254,Moderate
511,7041,Moderate
7810,7041,Moderate
7041,3398,Moderate
7041,483,Minor
4752,7041,Moderate
6632,3816,Moderate
2149,8259,Minor
3816,5996,Moderate
3057,1219,Moderate
2186,8671,Minor
5812,8671,Minor
6669,1219,Moderate
302,8671,Minor
1219,2305,Major
3783,1219,Moderate
5615,8671,Minor
1219,5996,Moderate
1350,6832,Moderate
6832,5812,Moderate
4430,6832,Moderate
7468,6832,Moderate
6832,9353,Major
9931,6832,Major
1527,6832,Moderate
8675,6832,Major
1457,6832,Minor
1248,6832,Moderate
6832,2588,Minor
8619,6832,Moderate
4808,6832,Moderate
125,6832,Moderate
578,6832,Minor
1298,6832,Moderate
2296,6832,Major
2240,6832,Moderate
224,6832,Moderate
7899,6832,Major
6832,2247,Minor
1091,6832,Moderate
195,6832,Minor
1489,6832,Moderate
4814,6832,Major
1514,6832,Minor
6832,5615,Moderate
6832,2862,Moderate
6669,6832,Moderate
7738,6832,Moderate
687,6832,Minor
2494,6832,Moderate
10254,6832,Major
3917,6832,Moderate
9108,6832,Major
3934,6832,Major
184,6832,Major
10013,6832,Moderate
1618,6832,Moderate
6815,6832,Moderate
842,6832,Minor
3927,6832,Moderate
422,6832,Moderate
7810,6832,Minor
1586,6832,Moderate
497,6832,Minor
6832,4998,Moderate
2305,6832,Major
6832,3129,Moderate
2632,6832,Moderate
3783,6832,Moderate
2332,6832,Minor
119,6832,Moderate
3981,6832,Major
543,6832,Minor
205,6832,Minor
6832,7666,Moderate
7073,6832,Moderate
5530,6832,Moderate
192,6832,Moderate
4612,6832,Moderate
917,6832,Moderate
8051,6832,Major
604,6832,Minor
6636,6832,Moderate
6832,8874,Major
5354,6832,Moderate
10218,6832,Moderate
3933,6832,Moderate
9797,6832,Moderate
3391,6832,Minor
6632,6832,Moderate
3910,6832,Moderate
3398,6832,Minor
6832,2526,Moderate
729,6832,Minor
7639,6832,Moderate
5115,6832,Moderate
656,6832,Moderate
5631,6832,Major
191,6832,Moderate
6832,8080,Moderate
573,6832,Moderate
5669,6832,Moderate
2790,6832,Minor
5423,6832,Moderate
5996,6832,Moderate
212,6832,Moderate
3931,6832,Moderate
6832,3479,Moderate
2483,6832,Moderate
2213,6832,Moderate
4752,6832,Moderate
7029,6832,Major
7468,604,Moderate
604,3975,Minor
1234,604,Moderate
6464,604,Moderate
1248,604,Moderate
4986,604,Moderate
4694,604,Moderate
4755,604,Minor
4808,604,Moderate
7264,604,Moderate
125,604,Moderate
1298,604,Minor
6166,604,Moderate
3057,604,Major
7899,604,Minor
604,7626,Moderate
2186,604,Moderate
604,2247,Minor
604,5812,Minor
604,1388,Minor
7212,604,Moderate
604,459,Moderate
1489,604,Minor
604,5615,Minor
604,2575,Moderate
2141,604,Moderate
9694,604,Moderate
2494,604,Moderate
604,10254,Minor
1266,604,Moderate
9108,604,Minor
141,604,Moderate
604,6989,Moderate
604,7204,Moderate
604,10013,Moderate
302,604,Moderate
7810,604,Major
497,604,Moderate
604,4998,Moderate
2305,604,Minor
604,3485,Moderate
3117,604,Moderate
2632,604,Minor
2642,604,Moderate
3981,604,Minor
205,604,Moderate
1026,604,Moderate
7073,604,Minor
192,604,Minor
917,604,Moderate
8666,604,Moderate
604,3141,Moderate
920,604,Moderate
3398,604,Moderate
729,604,Minor
604,5224,Minor
2210,604,Moderate
191,604,Moderate
604,8446,Moderate
604,1307,Major
604,5996,Moderate
8799,604,Minor
604,6420,Moderate
604,3479,Major
604,4481,Moderate
6690,604,Minor
10210,604,Moderate
10209,604,Moderate
4752,604,Moderate
2186,472,Moderate
472,2247,Minor
472,5812,Moderate
472,5615,Moderate
472,2862,Moderate
302,472,Moderate
472,4998,Moderate
472,6723,Moderate
472,8666,Major
472,2210,Moderate
472,8446,Moderate
472,1307,Moderate
10209,472,Moderate
5129,8666,Major
9931,129,Moderate
129,3512,Moderate
129,6669,Moderate
129,302,Moderate
129,2305,Major
129,3783,Moderate
129,5996,Moderate
5501,9931,Moderate
5501,4683,Moderate
212,9931,Major
212,8675,Major
212,4986,Moderate
212,623,Moderate
212,5812,Moderate
212,1091,Moderate
212,1489,Moderate
212,5615,Moderate
212,2862,Moderate
212,6669,Moderate
212,6815,Moderate
212,917,Moderate
212,8874,Major
212,8666,Major
212,1307,Moderate
7066,8675,Major
2186,7066,Minor
1586,7066,Moderate
7066,3800,Moderate
775,8666,Major
9931,3537,Moderate
3537,623,Major
2186,3537,Moderate
3537,5812,Major
3537,2305,Major
3537,3783,Major
3537,917,Moderate
3537,8874,Major
3537,9174,Moderate
3537,5615,Major
3537,2210,Major
3537,8446,Major
3537,1307,Moderate
3537,5996,Moderate
9931,1026,Moderate
3057,1026,Moderate
2186,1026,Moderate
1026,2247,Minor
1026,5812,Minor
1091,1026,Moderate
1026,459,Moderate
1026,5615,Moderate
1026,2862,Moderate
2575,1026,Moderate
1026,6815,Moderate
302,1026,Moderate
1586,1026,Moderate
1026,4998,Moderate
1026,7666,Moderate
1026,6723,Minor
1026,8874,Moderate
1026,8666,Moderate
2210,1026,Moderate
1026,8080,Moderate
1026,8446,Moderate
1026,5996,Moderate
1026,3479,Moderate
10210,1026,Minor
9931,1350,Major
1350,8675,Major
1350,4986,Moderate
1350,5812,Moderate
1350,1091,Moderate
1350,1489,Moderate
1350,5615,Moderate
1350,2862,Moderate
6669,1350,Moderate
1350,6815,Moderate
917,1350,Moderate
1350,8874,Major
2186,3698,Minor
3698,8666,Major
9931,564,Moderate
623,564,Moderate
2186,564,Moderate
564,2247,Moderate
564,5812,Moderate
302,564,Minor
564,2305,Major
3783,564,Moderate
3800,564,Moderate
917,564,Moderate
564,8874,Major
9174,564,Minor
564,5615,Major
2210,564,Major
564,8446,Major
564,1307,Moderate
564,5996,Moderate
7468,5812,Moderate
1248,5812,Moderate
4808,5812,Moderate
2186,5812,Moderate
7212,5812,Moderate
5812,5615,Moderate
5812,2862,Moderate
6669,5812,Moderate
5812,2575,Moderate
1933,5812,Moderate
10254,5812,Moderate
497,5812,Moderate
2305,5812,Minor
3783,5812,Moderate
3800,5812,Moderate
3398,5812,Minor
729,5812,Minor
191,5812,Moderate
5812,8080,Moderate
3930,5812,Moderate
5996,5812,Minor
6420,5812,Moderate
6690,5812,Minor
3057,684,Moderate
684,5812,Moderate
684,2210,Moderate
198,623,Moderate
198,5812,Moderate
198,5028,Moderate
198,302,Moderate
198,4998,Moderate
198,2210,Moderate
198,8446,Moderate
9931,6302,Moderate
6302,4683,Moderate
3057,6302,Major
6302,2247,Moderate
6302,5812,Moderate
6302,2862,Moderate
6302,4998,Moderate
6302,2210,Moderate
6302,8446,Moderate
623,1249,Moderate
10181,6464,Moderate
623,10181,Moderate
2186,10181,Moderate
3349,10254,Moderate
4694,10254,Moderate
3512,10254,Minor
6854,10254,Moderate
7264,10254,Moderate
7360,10254,Moderate
6166,10254,Moderate
2186,10254,Moderate
10254,2247,Minor
459,10254,Moderate
1489,10254,Moderate
10254,5615,Major
2149,8675,Major
2149,7264,Moderate
623,2149,Moderate
6166,2149,Moderate
2186,2149,Moderate
2149,5615,Moderate
9931,3917,Moderate
3917,8675,Moderate
623,3917,Moderate
3917,5812,Moderate
3917,1091,Moderate
3917,1489,Moderate
3917,5615,Moderate
4887,1266,Moderate
6464,1266,Moderate
1266,4683,Moderate
3349,1266,Moderate
4694,1266,Moderate
1266,3512,Moderate
1266,6854,Moderate
7264,1266,Moderate
7360,1266,Moderate
6166,1266,Moderate
3057,1266,Major
2186,1266,Moderate
10047,1266,Moderate
1266,5812,Moderate
1091,1266,Moderate
1266,141,Moderate
1266,459,Moderate
1489,1266,Moderate
2575,7468,Moderate
2575,1527,Minor
2575,3975,Minor
1457,2575,Moderate
2575,4986,Moderate
2575,4755,Minor
2575,4808,Minor
2575,1298,Moderate
2186,2575,Moderate
2575,2247,Minor
2575,1388,Minor
2575,195,Minor
2575,1514,Moderate
141,6464,Moderate
141,4683,Moderate
3349,141,Moderate
141,3512,Moderate
141,6854,Moderate
141,7264,Moderate
7360,141,Moderate
141,1298,Minor
141,6166,Minor
3057,141,Major
7899,141,Major
141,10047,Moderate
141,1091,Moderate
141,141,Moderate
141,459,Moderate
141,1489,Moderate
623,6989,Moderate
2186,6989,Moderate
6989,2247,Moderate
9931,9108,Major
9108,8675,Major
4986,9108,Moderate
3349,9108,Minor
3512,9108,Minor
6854,9108,Minor
7264,9108,Minor
7360,9108,Minor
623,9108,Moderate
6166,9108,Minor
10047,9108,Minor
9108,5812,Moderate
1091,9108,Moderate
9108,459,Minor
1489,9108,Moderate
9108,5615,Moderate
9931,4430,Major
4430,8675,Major
4430,4986,Moderate
2186,4430,Moderate
4430,2247,Minor
4430,5812,Moderate
4430,1091,Moderate
4430,1489,Moderate
4430,5615,Moderate
4430,2862,Moderate
4430,6669,Moderate
4430,6815,Moderate
4430,302,Moderate
4430,4998,Moderate
4430,917,Moderate
4430,8874,Major
4430,8666,Moderate
6671,8675,Major
6671,6854,Moderate
623,6671,Moderate
1586,6671,Moderate
3783,6671,Moderate
3800,6671,Moderate
6671,8666,Moderate
5306,5028,Moderate
6823,6464,Minor
6823,4683,Moderate
2186,6823,Moderate
6823,9174,Moderate
9180,9181,Minor
2186,9180,Moderate
9180,2247,Minor
9180,5812,Moderate
302,9180,Moderate
9180,4998,Moderate
2310,9180,Minor
9180,4835,Moderate
9180,2210,Moderate
9180,8446,Moderate
9931,6724,Moderate
6724,2247,Minor
6724,5812,Moderate
6724,5615,Moderate
6724,2862,Moderate
6724,302,Moderate
6724,4998,Moderate
6724,2210,Moderate
6724,8446,Moderate
2186,4794,Minor
4794,2247,Moderate
4794,5615,Moderate
4794,2862,Moderate
6669,4794,Moderate
2305,4794,Major
3783,4794,Moderate
5996,4794,Moderate
623,9353,Moderate
2186,9353,Moderate
9353,1586,Moderate
9353,8666,Moderate
5358,6669,Moderate
5358,2305,Major
5358,3783,Moderate
5358,9174,Moderate
5358,5996,Moderate
9931,7468,Major
7468,8675,Major
7468,4683,Moderate
7468,4986,Major
4694,7468,Moderate
7264,7468,Moderate
623,7468,Moderate
6166,7468,Major
2186,7468,Minor
7468,2247,Minor
1091,7468,Major
7468,459,Major
1489,7468,Minor
7468,5615,Major
7468,2862,Major
6669,7468,Major
8029,7468,Moderate
2141,7468,Moderate
9694,7468,Moderate
7468,6815,Major
302,7468,Moderate
1586,7468,Moderate
7468,4998,Moderate
2305,7468,Major
3783,7468,Moderate
3800,7468,Moderate
7468,7666,Moderate
917,7468,Major
7468,6723,Minor
7468,8874,Major
7468,9797,Major
2210,7468,Moderate
7468,8080,Major
7468,8446,Moderate
7468,1307,Moderate
7468,5996,Moderate
10210,7468,Moderate
10209,7468,Moderate
9931,9353,Major
8675,9353,Major
4986,9353,Major
6166,9353,Moderate
5812,9353,Major
1091,9353,Major
1489,9353,Major
9353,5615,Major
9353,2862,Major
6669,9353,Major
6815,9353,Major
917,9353,Major
9353,8874,Major
2186,690,Moderate
690,2247,Minor
690,5615,Moderate
690,2862,Moderate
690,302,Moderate
690,4998,Moderate
690,8666,Moderate
690,2210,Moderate
690,8446,Moderate
2186,1234,Minor
1234,2305,Major
2310,1234,Major
10209,1234,Moderate
1457,623,Moderate
623,2588,Minor
623,7296,Moderate
7900,623,Moderate
2296,623,Moderate
623,224,Moderate
1204,623,Moderate
623,1388,Moderate
83,623,Major
623,5822,Minor
1514,623,Moderate
623,2241,Moderate
177,623,Moderate
623,5570,Moderate
623,8285,Moderate
623,434,Moderate
623,1532,Moderate
3927,623,Moderate
623,511,Moderate
623,1703,Major
623,4705,Major
623,2326,Major
623,6015,Major
623,5973,Major
623,4557,Moderate
623,2305,Major
623,3129,Major
623,2632,Moderate
623,199,Moderate
623,3783,Minor
623,3800,Moderate
2332,623,Moderate
3981,623,Moderate
623,7073,Moderate
623,5530,Moderate
623,192,Moderate
1250,623,Moderate
623,917,Moderate
623,5354,Minor
623,9174,Moderate
623,3391,Moderate
2025,623,Moderate
623,4761,Moderate
2917,623,Moderate
623,5115,Moderate
623,2210,Major
623,1298,Moderate
191,623,Moderate
623,573,Moderate
623,298,Moderate
623,8446,Major
623,4829,Minor
623,2790,Minor
5423,623,Moderate
623,5996,Moderate
623,3931,Moderate
623,483,Minor
4319,623,Moderate
581,623,Minor
2213,623,Moderate
1320,623,Moderate
1250,2305,Moderate
581,2305,Moderate
2186,6671,Moderate
581,5615,Moderate
3037,3783,Minor
3037,9174,Moderate
9931,1527,Moderate
9931,8675,Major
9931,1457,Major
1248,9931,Major
9931,4683,Moderate
9931,4986,Major
4694,9931,Moderate
9931,4839,Moderate
9931,8619,Major
9931,4808,Moderate
9931,125,Moderate
9931,578,Major
9931,1298,Major
2296,9931,Major
9931,2240,Major
9931,224,Major
9931,7899,Major
9931,4682,Moderate
9931,5812,Major
9931,1091,Major
9931,1388,Major
9931,1387,Moderate
9931,1259,Moderate
9931,195,Moderate
9931,1489,Major
9931,4814,Major
9931,1514,Moderate
9931,5615,Major
9931,2862,Major
9931,6669,Major
9931,9137,Moderate
9931,687,Major
9931,4361,Moderate
9931,3934,Major
9931,10013,Major
9931,1618,Major
6457,9931,Moderate
9931,6815,Major
9931,842,Major
9931,3927,Major
9931,422,Moderate
9931,6518,Moderate
9931,6627,Moderate
9931,3129,Major
9931,2632,Major
9931,6375,Moderate
9931,2203,Moderate
9931,173,Moderate
9931,2332,Major
3981,9931,Major
9931,479,Moderate
9931,527,Moderate
9931,7666,Moderate
9931,7073,Major
9931,5530,Major
9931,192,Major
9931,4612,Moderate
9931,917,Major
9931,6636,Major
9931,8874,Major
9931,5354,Moderate
9931,10218,Major
9931,3761,Minor
9931,3933,Major
9931,9797,Moderate
9931,537,Moderate
9931,3391,Major
9931,6632,Moderate
9931,3910,Major
9931,454,Moderate
9931,3398,Moderate
9931,2526,Major
9931,6287,Moderate
9931,672,Moderate
9931,5224,Moderate
9931,1479,Moderate
9931,2917,Moderate
9931,7639,Moderate
9931,5115,Major
9931,656,Major
9931,5631,Major
9931,7798,Moderate
9931,1371,Moderate
9931,5669,Major
9931,3931,Major
9931,2483,Major
9931,2213,Major
